# Logfile created on 2022-01-07 12:51:29 +0000 by logger.rb/v1.4.2
[2022-01-07T12:51:29+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2022-01-07T12:51:29+00:00] INFO: *** Chef Infra Client 15.17.4 ***
[2022-01-07T12:51:29+00:00] INFO: Platform: x86_64-linux
[2022-01-07T12:51:29+00:00] INFO: Chef-client pid: 27
[2022-01-07T12:51:30+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2022-01-07T12:51:30+00:00] INFO: Run List is [recipe[gitlab]]
[2022-01-07T12:51:30+00:00] INFO: Run List expands to [gitlab]
[2022-01-07T12:51:30+00:00] INFO: Starting Chef Infra Client Run for gitlab.192.168.100.111.nip.io
[2022-01-07T12:51:30+00:00] INFO: Running start handlers
[2022-01-07T12:51:30+00:00] INFO: Start handlers complete.
[2022-01-07T12:51:31+00:00] INFO: Loading cookbooks [gitlab@0.0.1, package@0.1.0, logrotate@0.1.0, postgresql@0.1.0, redis@0.1.0, monitoring@0.1.0, registry@0.1.0, mattermost@0.1.0, consul@0.1.0, gitaly@0.1.0, praefect@0.1.0, gitlab-kas@0.1.0, gitlab-pages@0.1.0, letsencrypt@0.1.0, nginx@0.1.0, runit@5.1.3, acme@4.1.4, crond@0.1.0]
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/README.md in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/resources/sidekiq_service.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/resources/database_objects.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/bootstrap.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/database_reindexing_enable.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/resources/rails_migration.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-rails.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/config.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-shell.rb in the cache.
[2022-01-07T12:51:31+00:00] INFO: Storing updated cookbooks/gitlab/recipes/gitlab-workhorse.rb in the cache.
